vehicle,target_D,beta_measured,beta_r2,rms_amplitude,energy,rms_acceleration,seed,realization
Vehicle B,2.15,2.124822741096434,0.8975965418456479,4.999999999999999,3.286884406635161,1.8129766701850194,21525,25
Vehicle C,2.15,2.124822741096434,0.8975965418456479,4.999999999999999,3.9974410834068324,1.9993601685056228,21525,25
Vehicle A,2.15,1.9601571127854749,0.8202585519655801,5.000000000000001,3.9974410834068324,1.9993601685056228,21526,26
Vehicle B,2.15,1.9601571127854749,0.8202585519655801,5.000000000000001,6.076714216615677,2.465099230581941,21526,26
Vehicle C,2.15,1.9601571127854749,0.8202585519655801,5.000000000000001,7.375846251092063,2.7158509257858876,21526,26
Vehicle A,2.15,2.054646563428078,0.8916940347587193,5.000000000000001,9.799021699569339,3.1303389112952833,21527,27
Vehicle B,2.15,2.054646563428078,0.8916940347587193,5.000000000000001,13.419246018466916,3.663228906097313,21527,27
Vehicle C,2.15,2.054646563428078,0.8916940347587193,5.000000000000001,17.23673254883772,4.151714410799197,21527,27
Vehicle A,2.15,1.8104121581259944,0.8893424068344067,5.0,13.419246018466916,3.663228906097313,21528,28
Vehicle B,2.15,1.8104121581259944,0.8893424068344067,5.0,5.883830489572294,2.4256608356429994,21528,28
Vehicle C,2.15,1.8104121581259944,0.8893424068344067,5.0,7.165067920863865,2.676764450014955,21528,28
Vehicle A,2.15,2.0785120067879794,0.8008050556434383,4.999999999999999,7.165067920863865,2.676764450014955,21529,29
Vehicle B,2.15,2.0785120067879794,0.8008050556434383,4.999999999999999,6.743569043315881,2.5968382782368025,21529,29
Vehicle C,2.15,2.0785120067879794,0.8008050556434383,4.999999999999999,8.198156495161482,2.863242304654198,21529,29
Vehicle A,2.25,1.7089991550130816,0.8479060014606377,5.000000000000001,6.743569043315881,2.5968382782368025,22500,0
Vehicle B,2.25,1.7089991550130816,0.8479060014606377,5.000000000000001,8.736040854564028,2.9556794235106127,22500,0
Vehicle C,2.25,1.7089991550130816,0.8479060014606377,5.000000000000001,10.64175028757317,3.2621695675689777,22500,0
Vehicle A,2.25,1.7547458146347172,0.7838360512281703,5.0,7.165067920863865,2.676764450014955,22501,1
Vehicle B,2.25,1.7547458146347172,0.7838360512281703,5.0,11.285983612429865,3.3594618039843622,22501,1
Vehicle C,2.25,1.7547458146347172,0.7838360512281703,5.0,13.764767143186333,3.7100899103911664,22501,1
Vehicle A,2.25,1.7916038497551081,0.8818898059992765,5.0,8.198156495161482,2.863242304654198,22502,2
Vehicle B,2.25,1.7916038497551081,0.8818898059992765,5.0,18.06749060166454,4.250587089057762,22502,2
Vehicle C,2.25,1.7916038497551081,0.8818898059992765,5.0,21.97032330066715,4.6872511454654475,22502,2
Vehicle A,2.25,1.7539586648678345,0.8290600962033767,5.0,21.97032330066715,4.6872511454654475,22503,3
Vehicle B,2.25,1.7539586648678345,0.8290600962033767,5.0,20.145127794514757,4.488332406865021,22503,3
Vehicle C,2.25,1.7539586648678345,0.8290600962033767,5.0,24.631719907669964,4.963035352248658,22503,3
Vehicle A,2.25,1.5299558358695358,0.8114180451488816,5.0,21.97032330066715,4.6872511454654475,22504,4
Vehicle B,2.25,1.5299558358695358,0.8114180451488816,5.0,22.891872946310837,4.784545218336936,22504,4
Vehicle C,2.25,1.5299558358695358,0.8114180451488816,5.0,29.276621441859888,5.410787506625989,22504,4
Vehicle A,2.25,2.164150229687701,0.8343475773651765,4.999999999999999,22.891872946310837,4.784545218336936,22505,5
Vehicle B,2.25,2.164150229687701,0.8343475773651765,4.999999999999999,16.848544965029298,4.1046979139797,22505,5
Vehicle C,2.25,2.164150229687701,0.8343475773651765,4.999999999999999,20.529008121859892,4.530894847804338,22505,5
Vehicle A,2.25,1.7264258923441231,0.8207225566149937,4.999999999999999,20.529008121859892,4.530894847804338,22506,6
Vehicle B,2.25,1.7264258923441231,0.8207225566149937,4.999999999999999,14.599828516534124,3.820972195205577,22506,6
Vehicle C,2.25,1.7264258923441231,0.8207225566149937,4.999999999999999,17.819267987153488,4.221287479804412,22506,6
Vehicle A,2.25,1.8520887134493202,0.897979686807486,5.0,17.819267987153488,4.221287479804412,22507,7
