vehicle,target_D,beta_measured,beta_r2,rms_amplitude,energy,rms_acceleration,seed,realization
Vehicle B,2.25,1.781173458068448,0.8342739024745868,5.0,9.806356010632996,3.1315101805092374,22522,22
Vehicle C,2.25,1.781173458068448,0.8342739024745868,5.0,11.913395672245905,3.451578721722265,22522,22
Vehicle A,2.25,1.616401444637999,0.8184496778364982,5.0,16.61945237109856,4.076696256909332,22523,23
Vehicle B,2.25,1.616401444637999,0.8184496778364982,5.0,14.080715155849314,3.752427901485825,22523,23
Vehicle C,2.25,1.616401444637999,0.8184496778364982,5.0,17.173544637771563,4.144097566150146,22523,23
Vehicle A,2.25,1.7555637508462512,0.8493480932859454,5.000000000000001,17.173544637771563,4.144097566150146,22524,24
Vehicle B,2.25,1.7555637508462512,0.8493480932859454,5.000000000000001,17.17276808776203,4.1440038715911,22524,24
Vehicle C,2.25,1.7555637508462512,0.8493480932859454,5.000000000000001,20.92644964640001,4.574543654442485,22524,24
Vehicle A,2.25,1.5478957510662132,0.8277483890100721,5.0,20.92644964640001,4.574543654442485,22525,25
Vehicle B,2.25,1.5478957510662132,0.8277483890100721,5.0,13.098948662778815,3.6192469745485476,22525,25
Vehicle C,2.25,1.5478957510662132,0.8277483890100721,5.0,15.962750932447653,3.995341153449559,22525,25
Vehicle A,2.25,1.7674279313569197,0.883819101648188,5.0,17.17276808776203,4.1440038715911,22526,26
Vehicle B,2.25,1.7674279313569197,0.883819101648188,5.0,5.522852783920191,2.3500750592098525,22526,26
Vehicle C,2.25,1.7674279313569197,0.883819101648188,5.0,6.712379412792884,2.590826009749185,22526,26
Vehicle A,2.25,1.9117044888157362,0.8577718091555822,5.000000000000001,6.712379412792884,2.590826009749185,22527,27
Vehicle B,2.25,1.9117044888157362,0.8577718091555822,5.000000000000001,5.482949332293515,2.341569843565106,22527,27
Vehicle C,2.25,1.9117044888157362,0.8577718091555822,5.000000000000001,6.668909011771506,2.5824230892267646,22527,27
Vehicle A,2.25,1.8918676142758837,0.8907529190441535,5.0,6.668909011771506,2.5824230892267646,22528,28
Vehicle B,2.25,1.8918676142758837,0.8907529190441535,5.0,8.283715144544242,2.8781443925807895,22528,28
Vehicle C,2.25,1.8918676142758837,0.8907529190441535,5.0,10.11369312296767,3.180203314721823,22528,28
Vehicle A,2.25,1.7950486885088044,0.8843287619671955,5.0,17.17276808776203,4.1440038715911,22529,29
Vehicle B,2.25,1.7950486885088044,0.8843287619671955,5.0,14.912297327952333,3.861644381342271,22529,29
Vehicle C,2.25,1.7950486885088044,0.8843287619671955,5.0,18.105195699565282,4.255020058656044,22529,29
Vehicle A,2.35,1.6075101026107892,0.8434089232473883,5.0,18.105195699565282,4.255020058656044,23500,0
Vehicle B,2.35,1.6075101026107892,0.8434089232473883,5.0,16.836987072795964,4.103289786597574,23500,0
Vehicle C,2.35,1.6075101026107892,0.8434089232473883,5.0,20.49410205511715,4.527041203160973,23500,0
Vehicle A,2.35,1.712842278952461,0.8042852259120759,5.0,5.482949332293515,2.341569843565106,23501,1
Vehicle B,2.35,1.712842278952461,0.8042852259120759,5.0,26.382733913712897,5.13641255291209,23501,1
Vehicle C,2.35,1.712842278952461,0.8042852259120759,5.0,32.173575432288736,5.672175546674198,23501,1
Vehicle A,2.35,1.2852817392908307,0.8037459776923628,5.0,26.382733913712897,5.13641255291209,23502,2
Vehicle B,2.35,1.2852817392908307,0.8037459776923628,5.0,26.42567559809655,5.140590977513826,23502,2
Vehicle C,2.35,1.2852817392908307,0.8037459776923628,5.0,32.2534679160408,5.679213670574545,23502,2
Vehicle A,2.35,1.5893040085067331,0.7824600260711351,4.999999999999999,32.2534679160408,5.679213670574545,23503,3
Vehicle B,2.35,1.5893040085067331,0.7824600260711351,4.999999999999999,24.97451242498542,4.997450592550708,23503,3
Vehicle C,2.35,1.5893040085067331,0.7824600260711351,4.999999999999999,22.766201024062653,4.771394033619803,23503,3
Vehicle A,2.35,1.498640378859308,0.7816656798186198,5.0,32.2534679160408,5.679213670574545,23504,4
Vehicle B,2.35,1.498640378859308,0.7816656798186198,5.0,29.653447261806186,5.445497889248162,23504,4
Vehicle C,2.35,1.498640378859308,0.7816656798186198,5.0,36.18597448520215,6.015477909958788,23504,4
Vehicle A,2.35,1.7230195539142803,0.8520877422578859,5.0,29.653447261806186,5.445497889248162,23505,5
Vehicle B,2.35,1.7230195539142803,0.8520877422578859,5.0,25.406877801705736,5.040523564244665,23505,5
Vehicle C,2.35,1.7230195539142803,0.8520877422578859,5.0,30.961428303269482,5.564299444069261,23505,5
Vehicle A,2.35,1.4977004659174418,0.7651577407300543,5.0,30.961428303269482,5.564299444069261,23506,6
Vehicle B,2.35,1.4977004659174418,0.7651577407300543,5.0,28.477301862790565,5.336412827245524,23506,6
Vehicle C,2.35,1.4977004659174418,0.7651577407300543,5.0,34.81695763155105,5.900589600332415,23506,6
Vehicle A,2.35,1.7227036112193799,0.7991924331653283,5.0,36.18597448520215,6.015477909958788,23507,7
Vehicle B,2.35,1.7227036112193799,0.7991924331653283,5.0,38.30231770508249,6.1888866288761895,23507,7
Vehicle C,2.35,1.7227036112193799,0.7991924331653283,5.0,46.69713565731276,6.83353024851085,23507,7
Vehicle A,2.35,1.72336537846132,0.7873197410785013,5.0,30.961428303269482,5.564299444069261,23508,8
Vehicle B,2.35,1.72336537846132,0.7873197410785013,5.0,36.01801679897291,6.0015012121112585,23508,8
Vehicle C,2.35,1.72336537846132,0.7873197410785013,5.0,43.82422845999913,6.619987043793902,23508,8
Vehicle A,2.35,1.5254821295617944,0.827241053493206,4.999999999999999,38.30231770508249,6.1888866288761895,23509,9
Vehicle B,2.35,1.5254821295617944,0.827241053493206,4.999999999999999,40.97645356384298,6.4012853056119114,23509,9
Vehicle C,2.35,1.5254821295617944,0.827241053493206,4.999999999999999,60.532461351901894,7.780261007954803,23509,9
Vehicle A,2.35,1.83939606718781,0.9014858905890126,5.0,60.532461351901894,7.780261007954803,23510,10
Vehicle B,2.35,1.83939606718781,0.9014858905890126,5.0,17.28012051297633,4.156936433598225,23510,10
Vehicle C,2.35,1.83939606718781,0.9014858905890126,5.0,21.03841316750106,4.5867650002481115,23510,10
Vehicle A,2.35,1.5976952285005748,0.8021180405005587,5.0,17.28012051297633,4.156936433598225,23511,11
Vehicle B,2.35,1.5976952285005748,0.8021180405005587,5.0,25.43465390009456,5.043278090696027,23511,11
Vehicle C,2.35,1.5976952285005748,0.8021180405005587,5.0,31.023557071904108,5.56987944859708,23511,11
Vehicle A,2.35,1.6866876689212673,0.8129974592313581,5.0,38.30231770508249,6.1888866288761895,23512,12
Vehicle B,2.35,1.6866876689212673,0.8129974592313581,5.0,29.959589308015598,5.473535357336755,23512,12
Vehicle C,2.35,1.6866876689212673,0.8129974592313581,5.0,40.605183729423494,6.372219686217942,23512,12
Vehicle A,2.35,1.6313390292479728,0.8223586469709656,5.0,29.959589308015598,5.473535357336755,23513,13
Vehicle B,2.35,1.6313390292479728,0.8223586469709656,5.0,26.326202976099243,5.130906642699635,23513,13
Vehicle C,2.35,1.6313390292479728,0.8223586469709656,5.0,32.014015212434344,5.658092895352138,23513,13
Vehicle A,2.35,1.5912168161246785,0.8469505912856556,5.0,32.014015212434344,5.658092895352138,23514,14
Vehicle B,2.35,1.5912168161246785,0.8469505912856556,5.0,20.280848860142466,4.503426346698974,23514,14
Vehicle C,2.35,1.5912168161246785,0.8469505912856556,5.0,24.659651717598116,4.96584853953462,23514,14
Vehicle A,2.35,1.465705725713299,0.8392069116309201,5.0,32.014015212434344,5.658092895352138,23515,15
Vehicle B,2.35,1.465705725713299,0.8392069116309201,5.0,24.17989926166782,4.917306098024387,23515,15
Vehicle C,2.35,1.465705725713299,0.8392069116309201,5.0,29.50086696010541,5.431470055160519,23515,15
Vehicle A,2.35,1.8547799864372458,0.8708291988938025,4.999999999999999,24.17989926166782,4.917306098024387,23516,16
Vehicle B,2.35,1.8547799864372458,0.8708291988938025,4.999999999999999,33.70318632807905,5.805444541814094,23516,16
Vehicle C,2.35,1.8547799864372458,0.8708291988938025,4.999999999999999,41.02926902158297,6.405409356284965,23516,16
Vehicle A,2.35,1.5017405349854493,0.8206232081621523,5.0,41.02926902158297,6.405409356284965,23517,17
Vehicle B,2.35,1.5017405349854493,0.8206232081621523,5.0,27.282051756502486,5.223222353729782,23517,17
Vehicle C,2.35,1.5017405349854493,0.8206232081621523,5.0,33.27259720619896,5.768240390812346,23517,17
Vehicle A,2.35,1.4922468716012391,0.8190008078016565,5.0,24.17989926166782,4.917306098024387,23518,18
Vehicle B,2.35,1.4922468716012391,0.8190008078016565,5.0,20.365591414774443,4.5128252142947485,23518,18
Vehicle C,2.35,1.4922468716012391,0.8190008078016565,5.0,24.82838247457721,4.982808693355306,23518,18
Vehicle A,2.35,1.7555308541507035,0.8346832665137842,5.0,20.365591414774443,4.5128252142947485,23519,19
Vehicle B,2.35,1.7555308541507035,0.8346832665137842,5.0,45.48909789273618,6.744560615246644,23519,19
Vehicle C,2.35,1.7555308541507035,0.8346832665137842,5.0,55.386214834583505,7.442191534392507,23519,19
Vehicle A,2.35,1.5413538135513902,0.8774366661679418,5.0,55.386214834583505,7.442191534392507,23520,20
Vehicle B,2.35,1.5413538135513902,0.8774366661679418,5.0,21.183225062713333,4.602523771010133,23520,20
Vehicle C,2.35,1.5413538135513902,0.8774366661679418,5.0,25.780011623528424,5.077402054548017,23520,20
Vehicle A,2.35,1.4524706006961812,0.7631254636240516,5.0,24.82838247457721,4.982808693355306,23521,21
Vehicle B,2.35,1.4524706006961812,0.7631254636240516,5.0,36.05454752823495,6.004543906762191,23521,21
Vehicle C,2.35,1.4524706006961812,0.7631254636240516,5.0,44.101392309284506,6.640887915729681,23521,21
Vehicle A,2.35,1.8620994133997764,0.9003325117037293,5.0,36.05454752823495,6.004543906762191,23522,22
Vehicle B,2.35,1.8620994133997764,0.9003325117037293,5.0,20.09163824052678,4.482369712610371,23522,22
Vehicle C,2.35,1.8620994133997764,0.9003325117037293,5.0,24.39901809080921,4.9395362222388055,23522,22
Vehicle A,2.35,1.4062769497487784,0.7876984455579529,5.000000000000001,20.09163824052678,4.482369712610371,23523,23
Vehicle B,2.35,1.4062769497487784,0.7876984455579529,5.000000000000001,13.716357393268355,3.7035600971589964,23523,23
Vehicle C,2.35,1.4062769497487784,0.7876984455579529,5.000000000000001,16.772628694458625,4.0954399878961265,23523,23
Vehicle A,2.35,1.7125202620358213,0.8548557463859672,5.0,13.716357393268355,3.7035600971589964,23524,24
Vehicle B,2.35,1.7125202620358213,0.8548557463859672,5.0,23.27673005644092,4.824596362022518,23524,24
Vehicle C,2.35,1.7125202620358213,0.8548557463859672,5.0,28.41755278110635,5.33081164374679,23524,24
Vehicle A,2.35,1.5629498668996105,0.8345756849738827,5.000000000000001,23.27673005644092,4.824596362022518,23525,25
Vehicle B,2.35,1.5629498668996105,0.8345756849738827,5.000000000000001,25.382460722004687,5.038100904309548,23525,25
Vehicle C,2.35,1.5629498668996105,0.8345756849738827,5.000000000000001,30.97568371163582,5.565580267288921,23525,25
Vehicle A,2.35,1.4834896944797367,0.7897476018722036,5.0,30.97568371163582,5.565580267288921,23526,26
Vehicle B,2.35,1.4834896944797367,0.7897476018722036,5.0,23.27673005644092,4.824596362022518,23526,26
Vehicle C,2.35,1.4834896944797367,0.7897476018722036,5.0,22.412915989128177,4.73422813023709,23526,26
Vehicle A,2.35,1.6693466055391748,0.8322573017541811,5.0,30.97568371163582,5.565580267288921,23527,27
Vehicle B,2.35,1.6693466055391748,0.8322573017541811,5.0,29.928292488372833,5.47067568846599,23527,27
Vehicle C,2.35,1.6693466055391748,0.8322573017541811,5.0,36.41973006224073,6.0348761430737525,23527,27
Vehicle A,2.35,1.6317666209698962,0.831418967263971,5.000000000000001,36.41973006224073,6.0348761430737525,23528,28
Vehicle B,2.35,1.6317666209698962,0.831418967263971,5.000000000000001,23.31525185109485,4.828586941445173,23528,28
Vehicle C,2.35,1.6317666209698962,0.831418967263971,5.000000000000001,28.37399751850535,5.326724839758982,23528,28
Vehicle A,2.35,1.5315348119360965,0.7682091111055871,5.0,28.37399751850535,5.326724839758982,23529,29
Vehicle B,2.35,1.5315348119360965,0.7682091111055871,5.0,28.93887330085158,5.379486341729253,23529,29
Vehicle C,2.35,1.5315348119360965,0.7682091111055871,5.0,43.541018975665885,6.598561886931567,23529,29
Vehicle A,2.45,1.1719470934691432,0.685404754897794,5.0,43.541018975665885,6.598561886931567,24500,0
Vehicle B,2.45,1.1719470934691432,0.685404754897794,5.0,42.183436656799046,6.494877724545632,24500,0
Vehicle C,2.45,1.1719470934691432,0.685404754897794,5.0,50.41014897842837,7.100010491430866,24500,0
Vehicle A,2.45,1.3914064701018698,0.7102083283816019,5.0,22.412915989128177,4.73422813023709,24501,1
Vehicle B,2.45,1.3914064701018698,0.7102083283816019,5.0,38.55261120681888,6.209074907489753,24501,1
Vehicle C,2.45,1.3914064701018698,0.7102083283816019,5.0,47.00388139959596,6.855937674716418,24501,1
Vehicle A,2.45,1.450796644828324,0.8305404925371039,5.000000000000001,47.00388139959596,6.855937674716418,24502,2
Vehicle B,2.45,1.450796644828324,0.8305404925371039,5.000000000000001,50.39971036761615,7.099275341020107,24502,2
Vehicle C,2.45,1.450796644828324,0.8305404925371039,5.000000000000001,61.453586782433916,7.839233813481641,24502,2
Vehicle A,2.45,1.2883331281770338,0.7273271200642113,5.0,50.39971036761615,7.099275341020107,24503,3
Vehicle B,2.45,1.2883331281770338,0.7273271200642113,5.0,74.05948510865981,8.605782074202194,24503,3
Vehicle C,2.45,1.2883331281770338,0.7273271200642113,5.0,90.22511973630296,9.498690422174151,24503,3
Vehicle A,2.45,1.487134187308983,0.7639749257318038,5.0,61.453586782433916,7.839233813481641,24504,4
Vehicle B,2.45,1.487134187308983,0.7639749257318038,5.0,78.88791059765704,8.881886657555198,24504,4
Vehicle C,2.45,1.487134187308983,0.7639749257318038,5.0,78.68916450138595,8.87069132037554,24504,4
Vehicle A,2.45,1.5929612586426187,0.7052576840183595,4.999999999999999,78.88791059765704,8.881886657555198,24505,5
Vehicle B,2.45,1.5929612586426187,0.7052576840183595,4.999999999999999,78.88791059765704,8.881886657555198,24505,5
Vehicle C,2.45,1.5929612586426187,0.7052576840183595,4.999999999999999,54.668271509794714,7.3937995313502185,24505,5
Vehicle A,2.45,1.1722453667509316,0.7159392687058252,5.0,78.88791059765704,8.881886657555198,24506,6
Vehicle B,2.45,1.1722453667509316,0.7159392687058252,5.0,55.136121529757276,7.425370127458784,24506,6
Vehicle C,2.45,1.1722453667509316,0.7159392687058252,5.0,67.11817966842011,8.192568563547095,24506,6
Vehicle A,2.45,1.1919543578998006,0.7711405907804032,5.0,78.88791059765704,8.881886657555198,24507,7
Vehicle B,2.45,1.1919543578998006,0.7711405907804032,5.0,78.0697005719593,8.835706003028807,24507,7
Vehicle C,2.45,1.1919543578998006,0.7711405907804032,5.0,85.09340889342982,9.224608874821188,24507,7
Vehicle A,2.45,1.2194168278545112,0.7894522893204348,5.0,78.0697005719593,8.835706003028807,24508,8
Vehicle B,2.45,1.2194168278545112,0.7894522893204348,5.0,71.75030626513215,8.470555251288557,24508,8
Vehicle C,2.45,1.2194168278545112,0.7894522893204348,5.0,50.22647243575696,7.087063738654885,24508,8
Vehicle A,2.45,1.5598641209736364,0.7849738795122694,4.999999999999999,54.668271509794714,7.3937995313502185,24509,9
Vehicle B,2.45,1.5598641209736364,0.7849738795122694,4.999999999999999,50.22647243575696,7.087063738654885,24509,9
Vehicle C,2.45,1.5598641209736364,0.7849738795122694,4.999999999999999,56.869869968701,7.541211439066074,24509,9
Vehicle A,2.45,1.2953945219038128,0.7384968244470753,5.000000000000001,56.869869968701,7.541211439066074,24510,10
Vehicle B,2.45,1.2953945219038128,0.7384968244470753,5.000000000000001,39.287076044607225,6.267940335118644,24510,10
Vehicle C,2.45,1.2953945219038128,0.7384968244470753,5.000000000000001,47.93448718194351,6.923473635534659,24510,10
Vehicle A,2.45,1.2870965290485854,0.7173972404069482,5.0,47.93448718194351,6.923473635534659,24511,11
Vehicle B,2.45,1.2870965290485854,0.7173972404069482,5.0,71.479374225396,8.454547547053952,24511,11
Vehicle C,2.45,1.2870965290485854,0.7173972404069482,5.0,68.15588879267514,8.25565798665831,24511,11
Vehicle A,2.45,1.3927339979748128,0.7898409177337169,5.000000000000001,47.93448718194351,6.923473635534659,24512,12
Vehicle B,2.45,1.3927339979748128,0.7898409177337169,5.000000000000001,47.67127860886857,6.904439050992381,24512,12
Vehicle C,2.45,1.3927339979748128,0.7898409177337169,5.000000000000001,45.942309908183915,6.778075678847494,24512,12
Vehicle A,2.45,1.3189603469091127,0.7700728828755724,5.0,45.942309908183915,6.778075678847494,24513,13
Vehicle B,2.45,1.3189603469091127,0.7700728828755724,5.0,67.76093623066717,8.231703118472335,24513,13
Vehicle C,2.45,1.3189603469091127,0.7700728828755724,5.0,53.84856448880918,7.338158112824306,24513,13
Vehicle A,2.45,1.5480576590870079,0.8490143853611306,5.000000000000001,67.76093623066717,8.231703118472335,24514,14
Vehicle B,2.45,1.5480576590870079,0.8490143853611306,5.000000000000001,55.36429264054784,7.440718556735487,24514,14
Vehicle C,2.45,1.5480576590870079,0.8490143853611306,5.000000000000001,61.57588899015387,7.847030584249935,24514,14
Vehicle A,2.45,1.5848767964152484,0.8458154446883484,5.0,61.57588899015387,7.847030584249935,24515,15
Vehicle B,2.45,1.5848767964152484,0.8458154446883484,5.0,69.56836806838326,8.340765436600124,24515,15
Vehicle C,2.45,1.5848767964152484,0.8458154446883484,5.0,58.846445271000505,7.671143674250959,24515,15
Vehicle A,2.45,1.510230784076677,0.8270469013076587,5.000000000000001,58.846445271000505,7.671143674250959,24516,16
Vehicle B,2.45,1.510230784076677,0.8270469013076587,5.000000000000001,50.79805703133988,7.127275568640508,24516,16
Vehicle C,2.45,1.510230784076677,0.8270469013076587,5.000000000000001,61.985743316578954,7.873102521660629,24516,16
Vehicle A,2.45,1.5744070134468195,0.7722951415796441,5.0,61.985743316578954,7.873102521660629,24517,17
Vehicle B,2.45,1.5744070134468195,0.7722951415796441,5.0,38.868930995491446,6.234495247852182,24517,17
Vehicle C,2.45,1.5744070134468195,0.7722951415796441,5.0,47.30839112665062,6.87810956052974,24517,17
Vehicle A,2.45,1.5918907293550646,0.8369352478842523,5.0,55.36429264054784,7.440718556735487,24518,18
Vehicle B,2.45,1.5918907293550646,0.8369352478842523,5.0,60.424914630591175,7.773346424197958,24518,18
Vehicle C,2.45,1.5918907293550646,0.8369352478842523,5.0,73.7366602329985,8.587005312272638,24518,18
Vehicle A,2.45,1.4382228921985851,0.7303462304731694,5.0,60.424914630591175,7.773346424197958,24519,19
Vehicle B,2.45,1.4382228921985851,0.7303462304731694,5.0,60.424914630591175,7.773346424197958,24519,19
Vehicle C,2.45,1.4382228921985851,0.7303462304731694,5.0,80.15793649416844,8.953096475196078,24519,19
Vehicle A,2.45,1.5743455270142097,0.8154202173987574,5.000000000000001,80.15793649416844,8.953096475196078,24520,20
Vehicle B,2.45,1.5743455270142097,0.8154202173987574,5.000000000000001,39.01954028588622,6.2465622774359835,24520,20
Vehicle C,2.45,1.5743455270142097,0.8154202173987574,5.000000000000001,47.66008420913567,6.903628336544173,24520,20
Vehicle A,2.45,1.510218491196852,0.7635123332193027,5.0,39.01954028588622,6.2465622774359835,24521,21
Vehicle B,2.45,1.510218491196852,0.7635123332193027,5.0,63.19544700245064,7.949556402872467,24521,21
Vehicle C,2.45,1.510218491196852,0.7635123332193027,5.0,42.89390221429715,6.549343647595318,24521,21
Vehicle A,2.45,1.426975543203362,0.8168789309973667,4.999999999999999,63.19544700245064,7.949556402872467,24522,22
Vehicle B,2.45,1.426975543203362,0.8168789309973667,4.999999999999999,50.72866934814683,7.122406148777731,24522,22
Vehicle C,2.45,1.426975543203362,0.8168789309973667,4.999999999999999,68.10885805057427,8.252809100577467,24522,22
Vehicle A,2.45,1.4299099008533018,0.7545132273859351,5.0,68.10885805057427,8.252809100577467,24523,23
Vehicle B,2.45,1.4299099008533018,0.7545132273859351,5.0,26.024987748818017,5.101469175523657,24523,23
Vehicle C,2.45,1.4299099008533018,0.7545132273859351,5.0,31.732392297353787,5.63315118715571,24523,23
Vehicle A,2.45,1.311302925126815,0.738678623936587,5.0,68.10885805057427,8.252809100577467,24524,24
Vehicle B,2.45,1.311302925126815,0.738678623936587,5.0,45.99169289466905,6.7817175475442095,24524,24
Vehicle C,2.45,1.311302925126815,0.738678623936587,5.0,56.12120960887455,7.49140905363434,24524,24
Vehicle A,2.45,1.3995478803021064,0.7559943109198974,5.0,63.19544700245064,7.949556402872467,24525,25
Vehicle B,2.45,1.3995478803021064,0.7559943109198974,5.0,56.12120960887455,7.49140905363434,24525,25
Vehicle C,2.45,1.3995478803021064,0.7559943109198974,5.0,63.41288694255063,7.9632208899760295,24525,25
Vehicle A,2.45,1.3368781962147416,0.7871547662914634,5.0,56.12120960887455,7.49140905363434,24526,26
Vehicle B,2.45,1.3368781962147416,0.7871547662914634,5.0,46.9932540677711,6.855162585072005,24526,26
Vehicle C,2.45,1.3368781962147416,0.7871547662914634,5.0,67.61475171242012,8.222818963860272,24526,26
Vehicle A,2.45,1.4257245298752068,0.6955004424938318,5.0,63.41288694255063,7.9632208899760295,24527,27
Vehicle B,2.45,1.4257245298752068,0.6955004424938318,5.0,24.779829795805913,4.977934290024921,24527,27
Vehicle C,2.45,1.4257245298752068,0.6955004424938318,5.0,30.14823151641609,5.490740525322253,24527,27
Vehicle A,2.45,1.4412698514254887,0.775441415723876,4.999999999999999,63.41288694255063,7.9632208899760295,24528,28
Vehicle B,2.45,1.4412698514254887,0.775441415723876,4.999999999999999,46.9932540677711,6.855162585072005,24528,28
Vehicle C,2.45,1.4412698514254887,0.775441415723876,4.999999999999999,52.330970139200375,7.234014800869596,24528,28
Vehicle A,2.45,1.2607570727869168,0.7878841398858665,5.0,63.41288694255063,7.9632208899760295,24529,29
Vehicle B,2.45,1.2607570727869168,0.7878841398858665,5.0,36.20501108011983,6.017060003034691,24529,29
Vehicle C,2.45,1.2607570727869168,0.7878841398858665,5.0,44.2200900256148,6.64981879644963,24529,29
